replicate,Position_n,Moth_ID,Unnamed: 1,cell_cycle_stage,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,num_spots_inside_ref_ch,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime,ratio_num_spots_bud_moth,strain,genotype,mtnet_skeleton_length_voxels
2022-11-11,Position_20,3,128.0,S,0.0,YFT006-20,2022/12/02 12:05:08.032,0.0,8411.0,38.0392731875,0.76775956284153,376276.1551663261,114.4415058502102,0.6643319091862021,S,2.0,43.0,25351.0,40.128018678125,0.0,7.0,mother,2.0,0.0,67.0,0.0801848159410915,0.1460963815739213,414.4678818577288,1352.3490196078433,2022/12/02 12:05:29.395,0.6538461538461539,YFT006,WT,835.0
2022-11-11,Position_20,5,155.0,S,0.0,YFT006-20,2022/12/02 12:05:08.032,0.0,8209.0,37.125715562500005,0.636889332003988,364698.08006557816,110.92012313386265,0.5109989325642825,S,2.0,37.0,29458.0,46.62897614375,0.0,4.0,mother,4.0,0.0,60.0,0.0984762309880626,0.1599431198552365,408.7735194784084,2022.6156862745104,2022/12/02 12:05:29.395,0.5416666666666666,YFT006,WT,602.0
2022-11-11,Position_20,6,163.0,S,0.0,YFT006-20,2022/12/02 12:05:08.032,0.0,5650.0,25.552478125000004,0.1688043028547786,258677.1831139137,78.67468070508266,0.061672503998152,S,2.0,31.0,26765.0,42.366234859375,0.0,3.0,mother,7.0,0.0,50.0,0.1060628715497251,0.1656519090247424,434.277187171566,2117.572549019608,2022/12/02 12:05:29.395,0.1481481481481481,YFT006,WT,547.0
2022-11-11,Position_21,1,91.0,S,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,4896.0,22.142466,0.2569961489088575,194765.90798233484,59.23655669312685,0.1383679154998006,S,2.0,27.0,20537.0,32.507953121875005,0.0,5.0,mother,10.0,0.0,41.0,0.083655145194239,0.1588136966690607,307.8046906927542,1042.9764705882355,2022/12/02 12:06:05.574,0.125,YFT006,WT,522.0
2022-11-11,Position_21,2,14.0,G1,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,3223.0,14.576218937500002,0.0,118869.93045725566,36.15337739332659,0.0,G1,2.0,12.0,13310.0,21.06835740625,0.0,2.0,mother,-1.0,0.0,22.0,0.1203648733096483,0.1941720157208252,205.65098039215687,1180.2941176470588,2022/12/02 12:06:05.574,,YFT006,WT,189.0
2022-11-11,Position_21,4,48.0,G1,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,3133.0,14.1691883125,0.0,117915.8007269204,35.863186155809146,0.0,G1,2.0,13.0,14570.0,23.06280746875,0.0,5.0,mother,-1.0,0.0,29.0,0.0742304188691691,0.1706695122407721,146.04103441718956,602.5960784313725,2022/12/02 12:06:05.574,,YFT006,WT,306.0
2022-11-11,Position_21,6,66.0,G1,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,4436.0,20.06208725,0.0,203922.25034197216,62.02138797549651,0.0,G1,2.0,24.0,19438.0,30.76834945625,0.0,4.0,mother,-1.0,0.0,44.0,0.0982814322749164,0.164058728503155,241.5509762164677,1178.447058823529,2022/12/02 12:06:05.574,,YFT006,WT,472.0
2022-11-11,Position_21,7,73.0,G1,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,3944.0,17.836986500000002,0.0,179065.91680978288,54.46152482636495,0.0,G1,2.0,20.0,16657.0,26.366313246875,0.0,4.0,mother,-1.0,0.0,35.0,0.0994303708029738,0.1562563469191243,259.14848842786466,1222.5254901960782,2022/12/02 12:06:05.574,,YFT006,WT,479.0
2022-11-11,Position_21,8,174.0,S,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,8183.0,37.0081289375,0.6297550288787094,356424.69717662147,108.40383720054578,0.4903905190010878,S,2.0,50.0,25983.0,41.128409503125,0.0,2.0,mother,5.0,0.0,66.0,0.0866135155374615,0.14730389165192,463.1174540397211,1470.5725490196078,2022/12/02 12:06:05.574,0.3513513513513513,YFT006,WT,889.0
2022-11-11,Position_21,9,80.0,G1,0.0,YFT006-21,2022/12/02 12:05:30.147,0.0,552.0,2.4964545000000005,0.0,5361.895178964392,1.630779282892444,0.0,G1,2.0,1.0,1517.0,2.401254559375,0.0,2.0,mother,-1.0,0.0,2.0,0.095573876773779,0.1716124329267708,10.77254901960784,103.81176470588234,2022/12/02 12:06:05.574,,YFT006,WT,29.0
2022-11-11,Position_22,1,1.0,G1,0.0,YFT006-22,2022/12/02 12:06:06.307,0.0,3944.0,17.836986500000002,0.0,161593.99828681935,49.14757484998051,0.0,G1,2.0,21.0,21384.0,33.848666775,0.0,4.0,mother,-1.0,0.0,40.0,0.1133541852525731,0.1635671120525247,339.4574794599136,1696.5215686274512,2022/12/02 12:06:31.965,,YFT006,WT,480.0
2022-11-11,Position_22,3,129.0,S,0.0,YFT006-22,2022/12/02 12:06:06.307,0.0,7316.0,33.087067250000004,0.7117454375292466,302492.7155543556,92.00083874955514,0.5758807185585687,S,2.0,27.0,30169.0,47.754415821875,0.0,6.0,mother,5.0,0.0,58.0,0.1129772488387377,0.1711025388319988,383.3664465528146,2441.109803921568,2022/12/02 12:06:31.965,0.5882352941176471,YFT006,WT,615.0
2022-11-11,Position_22,4,141.0,S,0.0,YFT006-22,2022/12/02 12:06:06.307,0.0,6774.0,30.635838375,0.1913471684839957,330917.35824421654,100.64597575337068,0.0793521227447271,S,2.0,43.0,25571.0,40.476255990625006,0.0,3.0,mother,7.0,0.0,59.0,0.0923802660495696,0.1556723713850066,495.44708454640056,1759.490196078431,2022/12/02 12:06:31.965,0.1621621621621621,YFT006,WT,739.0
