medium,ploidy,replicate,exp_folder,Position_n,Cell_ID,category,mKate_stain_index,mNeon_inside_cell_stain_index
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_12,4,SCGE,3.4021456950260256,2.390689096862973
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_13,1,SCGE,2.019782371074714,2.0262081729021832
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_14,1,SCGE,2.8436851745508096,2.4373247307071555
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_14,2,SCGE,2.4334859068851773,2.318772264560086
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_15,1,SCGE,1.656710830173555,2.134516099571032
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_15,2,SCGE,1.929318351587592,3.069600411339497
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_16,1,SCGE,2.391831051720706,2.6246542052827557
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_16,2,SCGE,2.4243623451452896,2.9405059366583264
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_17,1,SCGE,2.567812511655994,2.330498314521527
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_17,2,SCGE,3.3233755707351222,3.541160697947582
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_18,1,SCGE,2.053598928152067,2.5390620804910267
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_18,2,SCGE,2.4523426695461708,3.2239063364229765
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_19,1,SCGE,2.1318822014937924,2.244383534340869
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_20,1,SCGE,2.2751831739590687,2.008796534665049
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_21,1,SCGE,2.312902683378207,1.90830835099484
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_22,1,SCGE,2.348629059664382,2.241489278213636
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_22,2,SCGE,2.8249095392161228,2.142158905971653
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_23,1,SCGE,1.9367103819688567,2.146912833471464
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_23,2,SCGE,2.5175555467294237,2.220761320844097
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_24,1,SCGE,2.652815351925752,2.2912237977347467
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_25,1,SCGE,3.139564275026524,1.663286608594035
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_25,2,SCGE,2.403844627996911,1.9233065038017056
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_26,1,SCGE,2.391563999365818,2.7054315490382983
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_27,1,SCGE,2.279076574221468,2.2890330979814566
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_28,1,SCGE,2.596658124861931,2.549015290670513
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_29,1,SCGE,2.6076679793196096,2.524091717865164
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_29,2,SCGE,3.219641537712632,1.891012594893769
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_30,1,SCGE,2.3235093526045603,2.430396514747492
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_31,1,SCGE,2.5882751745670185,2.459759080660843
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_32,1,SCGE,3.297752395903094,3.0269535750871523
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_32,2,SCGE,2.627518892118885,2.8988746631406763
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_33,1,SCGE,2.197744986275417,2.1517208803934893
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_34,1,SCGE,2.207769462431436,2.43422516826549
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_35,1,SCGE,2.056941276637945,2.291550364934055
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_35,2,SCGE,2.6870189408413263,2.277780374728111
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_36,1,SCGE,1.8634426235602883,2.3908733724442186
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_36,2,SCGE,2.3605952354928896,2.678613314994178
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_37,1,SCGE,2.163075965306672,2.2730892253353256
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_37,2,SCGE,2.502706808626073,1.8639725513281176
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_38,1,SCGE,2.412078297373206,2.451393291152868
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_39,1,SCGE,2.206683492823988,2.2533202052620345
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_39,2,SCGE,2.831990211213564,2.8997465565220435
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_40,1,SCGE,2.0988828338083803,2.598812362141188
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_41,1,SCGE,2.402484785494194,2.286611539593334
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_41,2,SCGE,3.218762090910104,1.998849114228654
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_42,1,SCGE,2.146632884537336,2.1103574991682583
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_42,2,SCGE,2.4979909565140086,2.7091381784597965
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_43,1,SCGE,2.086180796879632,1.9734596387977383
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_43,2,SCGE,2.5908035988259024,1.8610181121241391
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_44,1,SCGE,2.138820449127408,1.9161421888335868
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_45,1,SCGE,2.050337658941299,2.514873329245842
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_45,2,SCGE,1.7209835746834596,2.2201280624365145
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_46,1,SCGE,2.392610120007276,2.298148394813679
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_46,2,SCGE,2.1251318594769955,1.9932160788838584
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_47,1,SCGE,2.239946817318515,2.4841972779135166
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_47,2,SCGE,2.6188499029773973,2.197901090881256
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_48,1,SCGE,2.53610390085598,2.029504564801865
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_49,1,SCGE,2.4190108243638204,2.337349329808963
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_50,1,SCGE,2.529957296284328,2.0495832006813424
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_0nM_SCGE,Position_50,2,SCGE,2.127080331010704,2.44437877911494
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_1,1,SCGE,1.558410780702479,2.104823851547811
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_2,1,SCGE,1.586710908977665,2.390953451309399
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_2,2,SCGE,1.6266304252315982,2.250015931672786
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_3,1,SCGE,1.3439704501716665,2.1600042925612484
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_3,2,SCGE,1.1554073111259966,2.04473619749129
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_4,1,SCGE,1.8523431261501029,2.2420679160406345
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_5,1,SCGE,1.5960191812122542,2.01439575141417
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_5,2,SCGE,1.5527895407967705,2.1978725145951
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_6,1,SCGE,2.010238399332503,2.5174405217323783
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_6,2,SCGE,2.3197676160743828,2.5118079626844194
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_7,1,SCGE,2.126989677013858,1.803406763399762
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_7,2,SCGE,3.203684194868432,6.962012679490041
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_8,1,SCGE,1.6755137512462814,3.1084302749811887
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_8,2,SCGE,1.616370368046891,1.9881540050898867
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_9,1,SCGE,1.6755754049028215,2.057952128675316
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_9,2,SCGE,1.7426716644062372,2.166998709258037
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_9,3,SCGE,1.780626844412761,2.394557797751155
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_10,1,SCGE,1.4651904742010144,2.091872663968374
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_10,2,SCGE,1.505824386642321,2.424167979624481
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_11,1,SCGE,1.712372029358077,2.107517924966609
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_12,1,SCGE,1.7520850493390427,2.369461622412612
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_13,2,SCGE,1.7434385234132552,2.3231456084294027
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_13,3,SCGE,2.210949287499976,1.740401097030522
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_14,1,SCGE,1.9726646654944229,3.3274891846659687
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_14,2,SCGE,1.5809813527235126,2.095898221136229
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_15,1,SCGE,1.884173158531525,2.053318407990751
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_15,2,SCGE,1.4911617077433243,2.247069539098387
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_16,1,SCGE,1.6753868148938469,2.275246310924018
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_16,2,SCGE,1.6832737574020995,2.375084816475947
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_17,1,SCGE,2.636456614605176,2.989999529804094
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_17,2,SCGE,1.6369833604418385,2.196264514667992
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_17,3,SCGE,1.681881035146911,1.7333734089326722
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_18,1,SCGE,2.091490335409667,2.4473079995394187
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_18,2,SCGE,1.7148498536492964,2.4794305918505577
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_18,3,SCGE,1.6988456533741827,2.0689028214129896
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_19,1,SCGE,1.558371125365006,2.2288111299784643
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_20,1,SCGE,1.9254739376776044,2.2641340647360915
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_20,2,SCGE,1.9600025334768163,2.5781628351035737
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_21,1,SCGE,2.0205546947504383,2.0861267661479106
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_21,2,SCGE,2.717021892577601,2.3406241756493227
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_22,1,SCGE,1.6748701931079422,2.5079733919622944
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_22,2,SCGE,2.133047975166706,2.6675908738608083
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_23,1,SCGE,1.6606965356829788,2.345448973637651
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_24,2,SCGE,1.5560389207174103,2.128297151572563
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_24,3,SCGE,1.8346602517482469,1.8996209084544176
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_25,1,SCGE,1.5411893041736595,2.1496773685537227
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_28,1,SCGE,1.5489706228688604,2.0814012529572365
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_29,1,SCGE,1.658659499016526,2.119989494975504
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_29,2,SCGE,2.02897776133855,2.018296730727751
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_30,1,SCGE,1.7182493631576126,2.5698659362171394
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_30,2,SCGE,2.0325660575588858,1.904645693233911
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_30,3,SCGE,2.3632600966702686,2.08994593200976
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_30,4,SCGE,1.9810162082545608,2.3719730817037004
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_31,1,SCGE,1.6704633326392129,2.2035992900627104
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_31,2,SCGE,1.4992362243374286,1.656267866180506
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_32,1,SCGE,1.860079708127023,1.9455604917190443
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_32,2,SCGE,2.2782452130581787,2.769972977675028
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_33,1,SCGE,1.546454078536306,2.1235993745122546
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_33,2,SCGE,1.943324716436036,2.977647161304752
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_34,1,SCGE,2.1737690996744137,3.049881955804628
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_34,2,SCGE,1.599195983989054,2.272819470141227
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_35,1,SCGE,1.7301600366403902,2.323184649815184
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_35,2,SCGE,2.174159813965104,2.908727901094854
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_36,1,SCGE,2.226306186448634,2.271950398872971
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_36,2,SCGE,1.9297868526483384,2.152720614624578
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_37,1,SCGE,1.5104416985275264,2.2476759948676253
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_38,1,SCGE,1.504633486833735,1.89403095589288
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_38,2,SCGE,1.7240128021663077,2.074636560467962
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_39,1,SCGE,1.414427922159816,2.0152826613942656
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_39,2,SCGE,1.6685663809320523,1.7696879257409297
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_40,1,SCGE,1.9132939037163488,2.3816262125332472
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_41,1,SCGE,1.9924925033594945,2.2208410424957505
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_41,2,SCGE,2.3837580202540103,2.499794639654111
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_42,1,SCGE,1.4762903435535502,1.9917468665489275
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_43,1,SCGE,1.844452819417279,2.1151768032619285
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_43,2,SCGE,1.6586302237703774,1.931527765979653
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_44,1,SCGE,1.45916673724204,2.0737736133483846
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_44,2,SCGE,1.6201802275639254,2.299689274008229
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_45,1,SCGE,1.7102383973533162,2.1056166405878622
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_45,2,SCGE,1.9220033004562795,2.686601264476662
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_46,1,SCGE,1.6233035854128122,2.0037262098241677
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_46,2,SCGE,1.987181929205756,2.3577713755576566
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_47,1,SCGE,1.7363600751928905,2.296946925637072
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_47,2,SCGE,1.5187486548313394,2.132803959353398
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_48,1,SCGE,1.5489917760262777,2.084197394136253
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_48,2,SCGE,2.263315975981208,1.9406465498783847
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_49,1,SCGE,1.634680374271157,2.045296786501282
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_50,1,SCGE,1.8201957269925093,1.82204839943828
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_50,2,SCGE,2.048007795336611,1.9233410969372524
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_51,1,SCGE,1.858045985726088,2.4600071315741223
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_51,2,SCGE,2.301014689023045,2.782552960076905
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_52,1,SCGE,1.3870985587806737,2.350458838666773
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_52,2,SCGE,1.6140395957468512,2.106353205258264
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_52,3,SCGE,2.051667992923534,1.800072660107072
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_15nM_SCGE,Position_52,4,SCGE,1.7225195579846275,1.7382156608890078
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_1,1,SCGE,1.3408305939131775,2.2119119531020184
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_1,2,SCGE,1.6122978829231736,2.947961824453455
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_2,1,SCGE,1.5691583822450612,2.723145515287872
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_2,3,SCGE,1.5838848945662611,2.1831205164266168
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_2,4,SCGE,1.6559625436274763,2.259007342983287
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_3,1,SCGE,1.6535435696665943,2.349698295973818
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_4,1,SCGE,1.816243437471559,2.587262235261347
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_4,2,SCGE,1.543251381050332,2.3782375894458148
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_5,1,SCGE,1.552788105688553,2.240953445812476
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_5,2,SCGE,1.888229378616321,1.8921646622896209
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_6,1,SCGE,1.5259932638280056,2.3514128578795197
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_7,1,SCGE,1.704726941573788,2.3653860425174478
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_7,2,SCGE,1.436410547021458,2.151762797904832
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_8,1,SCGE,1.93999663212494,2.186366277444959
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_8,2,SCGE,2.395815735297731,2.970637608759648
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_9,2,SCGE,2.5569603313195683,2.054040104268031
SCGE,Diploids,2020-02-13_SCGE_Diploid_1,2020-02-13_ASY15-1_60nM_SCGE,Position_9,3,SCGE,2.518713910665485,1.979117098136532
